Date,State,Confirmed,Predicted
2020/3/16,MN,19,-1
2020/3/17,MN,6,-1
2020/3/18,MN,17,-1
2020/3/19,MN,12,-1
2020/3/20,MN,26,-1
2020/3/21,MN,23,-1
2020/3/22,MN,33,-1
2020/3/23,MN,64,-1
2020/3/24,MN,29,-1
2020/3/25,MN,25,-1
2020/3/26,MN,57,-1
2020/3/27,MN,52,-1
2020/3/28,MN,44,-1
2020/3/29,MN,62,-1
2020/3/30,MN,72,-1
2020/3/31,MN,53,-1
2020/4/1,MN,60,-1
2020/4/2,MN,53,-1
2020/4/3,MN,47,-1
2020/4/4,MN,76,-1
2020/4/5,MN,70,-1
2020/4/6,MN,51,-1
2020/4/7,MN,83,-1
2020/4/8,MN,85,-1
2020/4/9,MN,88,-1
2020/4/10,MN,93,-1
2020/4/11,MN,92,-1
2020/4/12,MN,194,-1
2020/4/13,MN,29,-1
2020/4/14,MN,45,-1
2020/4/15,MN,114,-1
2020/4/16,MN,103,-1
2020/4/17,MN,159,-1
2020/4/18,MN,142,-1
2020/4/19,MN,143,-1
2020/4/20,MN,114,-1
2020/4/21,MN,97,-1
2020/4/22,MN,154,-1
2020/4/23,MN,221,-1
2020/4/24,MN,243,-1
2020/4/25,MN,261,-1
2020/4/26,MN,156,-1
2020/4/27,MN,214,-1
2020/4/28,MN,365,-1
2020/4/29,MN,463,-1
2020/4/30,MN,492,-1
2020/5/1,MN,594,-1
2020/5/2,MN,498,-1
2020/5/3,MN,435,-1
2020/5/4,MN,571,-1
2020/5/5,MN,617,-1
2020/5/6,MN,728,-1
2020/5/7,MN,785,-1
2020/5/8,MN,723,-1
2020/5/9,MN,702,-1
2020/5/10,MN,481,-1
2020/5/11,MN,528,-1
2020/5/12,MN,695,-1
2020/5/13,MN,423,-1
2020/5/14,MN,527,-1
2020/5/15,MN,797,-1
2020/5/16,MN,729,-1
2020/5/17,MN,708,-1
2020/5/18,MN,695,-1
2020/5/19,MN,666,-1
2020/5/20,MN,641,-1
2020/5/21,MN,530,-1
2020/5/22,MN,805,-1
2020/5/23,MN,840,-1
2020/5/24,MN,728,-1
2020/5/25,MN,742,-1
2020/5/26,MN,645,-1
2020/5/27,MN,505,-1
2020/5/28,MN,483,-1
2020/5/29,MN,584,-1
2020/5/30,MN,659,-1
2020/5/31,MN,660,-1
2020/6/1,MN,358,-1
2020/6/2,MN,300,-1
2020/6/3,MN,363,-1
2020/6/4,MN,403,-1
2020/6/5,MN,707,-1
2020/6/6,MN,521,-1
2020/6/7,MN,385,-1
2020/6/8,MN,338,-1
2020/6/9,MN,299,-1
2020/6/10,MN,366,-1
2020/6/11,MN,447,-1
2020/6/12,MN,479,-1
2020/6/13,MN,377,-1
2020/6/14,MN,299,-1
2020/6/15,MN,222,-1
2020/6/16,MN,189,-1
2020/6/17,MN,415,-1
2020/6/18,MN,379,-1
2020/6/19,MN,356,-1
2020/6/20,MN,436,-1
2020/6/21,MN,453,-1
2020/6/22,MN,307,-1
2020/6/23,MN,242,-1
2020/6/24,MN,297,-1
2020/6/25,MN,360,-1
2020/6/26,MN,493,-1
2020/6/27,MN,417,-1
2020/6/28,MN,516,-1
2020/6/29,MN,312,-1
2020/6/30,MN,442,-1
2020/7/1,MN,415,-1
2020/7/2,MN,494,-1
2020/7/3,MN,414,-1
2020/7/4,MN,0,-1
2020/7/5,MN,512,-1
2020/7/6,MN,433,-1
2020/7/7,MN,564,-1
2020/7/8,MN,457,-1
2020/7/9,MN,574,-1
2020/7/10,MN,604,-1
2020/7/11,MN,804,-1
2020/7/12,MN,710,-1
2020/7/13,MN,491,-1
2020/7/14,MN,398,-1
2020/7/15,MN,574,-1
2020/7/16,MN,605,-1
2020/7/17,MN,666,-1
2020/7/18,MN,457,-1
2020/7/19,MN,734,-1
2020/7/20,MN,903,-1
2020/7/21,MN,350,-1
2020/7/22,MN,504,-1
2020/7/23,MN,760,-1
2020/7/24,MN,767,-1
2020/7/25,MN,803,-1
2020/7/26,MN,862,-1
2020/7/27,MN,650,-1
2020/7/28,MN,478,-1
2020/7/29,MN,666,-1
2020/7/30,MN,745,-1
2020/7/31,MN,771,-1
2020/8/1,MN,725,-1
2020/8/2,MN,759,-1
2020/8/3,MN,613,-1
2020/8/4,MN,602,-1
2020/8/5,MN,618,-1
2020/8/6,MN,861,-1
2020/8/7,MN,545,-1
2020/8/8,MN,916,-1
2020/8/9,MN,797,-1
2020/8/10,MN,618,-1
2020/8/11,MN,323,-1
2020/8/12,MN,469,-1
2020/8/13,MN,690,-1
2020/8/14,MN,730,-1
2020/8/15,MN,690,-1
2020/8/16,MN,739,-1
2020/8/17,MN,564,-1
2020/8/18,MN,345,-1
2020/8/19,MN,557,-1
2020/8/20,MN,690,-1
2020/8/21,MN,825,-1
2020/8/22,MN,734,-1
2020/8/23,MN,717,-1
2020/8/24,MN,714,-1
2020/8/25,MN,409,-1
2020/8/26,MN,532,-1
2020/8/27,MN,1154,-1
2020/8/28,MN,850,-1
2020/8/29,MN,1017,-1
2020/8/30,MN,932,-1
2020/8/31,MN,675,-1
2020/9/1,MN,491,-1
2020/9/2,MN,733,-1
2020/9/3,MN,1038,-1
2020/9/4,MN,843,-1
2020/9/5,MN,914,-1
2020/9/6,MN,707,-1
2020/9/7,MN,638,-1
2020/9/8,MN,383,-1
2020/9/9,MN,260,-1
2020/9/10,MN,381,-1
2020/9/11,MN,467,-1
2020/9/12,MN,872,-1
2020/9/13,MN,723,-1
2020/9/14,MN,638,-1
2020/9/15,MN,402,-1
2020/9/16,MN,462,-1
2020/9/17,MN,909,-1
2020/9/18,MN,1085,-1
2020/9/19,MN,914,-1
2020/9/20,MN,1296,-1
2020/9/21,MN,925,-1
2020/9/22,MN,480,-1
2020/9/23,MN,678,-1
2020/9/24,MN,912,-1
2020/9/25,MN,1177,-1
2020/9/26,MN,1470,-1
2020/9/27,MN,1075,-1
2020/9/28,MN,904,-1
2020/9/29,MN,809,-1
2020/9/30,MN,688,-1
2020/10/1,MN,1066,-1
2020/10/2,MN,1166,-1
2020/10/3,MN,1421,-1
2020/10/4,MN,1039,-1
2020/10/5,MN,973,-1
2020/10/6,MN,941,-1
2020/10/7,MN,911,-1
2020/10/8,MN,1271,-1
2020/10/9,MN,1390,-1
2020/10/10,MN,1516,-1
2020/10/11,MN,1440,-1
2020/10/12,MN,1171,-1
2020/10/13,MN,1135,-1
2020/10/14,MN,1369,-1
2020/10/15,MN,1163,-1
2020/10/16,MN,2290,-1
2020/10/17,MN,1694,-1
2020/10/18,MN,1722,-1
2020/10/19,MN,1627,-1
2020/10/20,MN,1092,-1
2020/10/21,MN,1060,-1
2020/10/22,MN,1561,-1
2020/10/23,MN,1711,-1
2020/10/24,MN,2259,-1
2020/10/25,MN,1680,-1
2020/10/26,MN,1570,-1
2020/10/27,MN,2164,-1
2020/10/28,MN,1908,-1
2020/10/29,MN,2867,-1
2020/10/30,MN,3155,-1
2020/10/31,MN,3007,-1
2020/11/1,MN,2200,-1
2020/11/2,MN,2948,-1
2020/11/3,MN,3476,-1
2020/11/4,MN,3827,-1
2020/11/5,MN,3942,-1
2020/11/6,MN,5442,-1
2020/11/7,MN,4647,-1
2020/11/8,MN,5908,-1
2020/11/9,MN,3926,4696
2020/11/10,MN,4893,4955
2020/11/11,MN,4891,5225
2020/11/12,MN,7225,5530
2020/11/13,MN,5544,5966
2020/11/14,MN,8689,6435
2020/11/15,MN,7553,6953
2020/11/16,MN,7437,7383
2020/11/17,MN,5931,7745
2020/11/18,MN,5094,8190
2020/11/19,MN,7863,8969
2020/11/20,MN,6794,10195
2020/11/21,MN,6252,11976
2020/11/22,MN,7205,13740
2020/11/23,MN,6343,15458
2020/11/24,MN,6416,16568
2020/11/25,MN,6390,17270
2020/11/26,MN,0,18183
2020/11/27,MN,5698,19782
2020/11/28,MN,-1,22323
2020/11/29,MN,-1,24542
2020/2/1,MO,0,-1
2020/2/2,MO,0,-1
2020/2/3,MO,0,-1
2020/2/4,MO,0,-1
2020/2/5,MO,0,-1
2020/2/6,MO,0,-1
2020/2/7,MO,0,-1
2020/2/8,MO,0,-1
2020/2/9,MO,0,-1
2020/2/10,MO,0,-1
2020/2/11,MO,0,-1
2020/2/12,MO,0,-1
2020/2/13,MO,0,-1
2020/2/14,MO,0,-1
2020/2/15,MO,0,-1
2020/2/16,MO,0,-1
2020/2/17,MO,0,-1
2020/2/18,MO,0,-1
2020/2/19,MO,0,-1
2020/2/20,MO,0,-1
2020/2/21,MO,0,-1
2020/2/22,MO,0,-1
2020/2/23,MO,0,-1
2020/2/24,MO,0,-1
2020/2/25,MO,0,-1
2020/2/26,MO,0,-1
2020/2/27,MO,0,-1
2020/2/28,MO,0,-1
2020/2/29,MO,0,-1
2020/3/1,MO,0,-1
2020/3/2,MO,0,-1
2020/3/3,MO,0,-1
2020/3/4,MO,0,-1
2020/3/5,MO,0,-1
2020/3/6,MO,0,-1
2020/3/7,MO,1,-1
2020/3/8,MO,0,-1
2020/3/9,MO,0,-1
2020/3/10,MO,0,-1
2020/3/11,MO,0,-1
2020/3/12,MO,1,-1
2020/3/13,MO,2,-1
2020/3/14,MO,1,-1
2020/3/15,MO,0,-1
2020/3/16,MO,4,-1
2020/3/17,MO,7,-1
2020/3/18,MO,5,-1
2020/3/19,MO,14,-1
2020/3/20,MO,38,-1
2020/3/21,MO,20,-1
2020/3/22,MO,37,-1
2020/3/23,MO,53,-1
2020/3/24,MO,72,-1
2020/3/25,MO,129,-1
2020/3/26,MO,124,-1
2020/3/27,MO,162,-1
2020/3/28,MO,167,-1
2020/3/29,MO,65,-1
2020/3/30,MO,147,-1
2020/3/31,MO,301,-1
2020/4/1,MO,230,-1
2020/4/2,MO,254,-1
2020/4/3,MO,279,-1
2020/4/4,MO,178,-1
2020/4/5,MO,76,-1
2020/4/6,MO,355,-1
2020/4/7,MO,315,-1
2020/4/8,MO,290,-1
2020/4/9,MO,212,-1
2020/4/10,MO,260,-1
2020/4/11,MO,225,-1
2020/4/12,MO,136,-1
2020/4/13,MO,228,-1
2020/4/14,MO,298,-1
2020/4/15,MO,209,-1
2020/4/16,MO,216,-1
2020/4/17,MO,172,-1
2020/4/18,MO,234,-1
2020/4/19,MO,150,-1
2020/4/20,MO,140,-1
2020/4/21,MO,134,-1
2020/4/22,MO,196,-1
2020/4/23,MO,184,-1
2020/4/24,MO,304,-1
2020/4/25,MO,201,-1
2020/4/26,MO,171,-1
2020/4/27,MO,174,-1
2020/4/28,MO,135,-1
2020/4/29,MO,120,-1
2020/4/30,MO,137,-1
2020/5/1,MO,277,-1
2020/5/2,MO,314,-1
2020/5/3,MO,300,-1
2020/5/4,MO,322,-1
2020/5/5,MO,143,-1
2020/5/6,MO,245,-1
2020/5/7,MO,245,-1
2020/5/8,MO,164,-1
2020/5/9,MO,164,-1
2020/5/10,MO,169,-1
2020/5/11,MO,119,-1
2020/5/12,MO,99,-1
2020/5/13,MO,245,-1
2020/5/14,MO,121,-1
2020/5/15,MO,77,-1
2020/5/16,MO,227,-1
2020/5/17,MO,275,-1
2020/5/18,MO,156,-1
2020/5/19,MO,144,-1
2020/5/20,MO,141,-1
2020/5/21,MO,147,-1
2020/5/22,MO,140,-1
2020/5/23,MO,125,-1
2020/5/24,MO,192,-1
2020/5/25,MO,182,-1
2020/5/26,MO,141,-1
2020/5/27,MO,187,-1
2020/5/28,MO,191,-1
2020/5/29,MO,134,-1
2020/5/30,MO,169,-1
2020/5/31,MO,179,-1
2020/6/1,MO,226,-1
2020/6/2,MO,299,-1
2020/6/3,MO,198,-1
2020/6/4,MO,266,-1
2020/6/5,MO,229,-1
2020/6/6,MO,144,-1
2020/6/7,MO,326,-1
2020/6/8,MO,174,-1
2020/6/9,MO,237,-1
2020/6/10,MO,266,-1
2020/6/11,MO,262,-1
2020/6/12,MO,187,-1
2020/6/13,MO,216,-1
2020/6/14,MO,57,-1
2020/6/15,MO,328,-1
2020/6/16,MO,218,-1
2020/6/17,MO,221,-1
2020/6/18,MO,337,-1
2020/6/19,MO,292,-1
2020/6/20,MO,375,-1
2020/6/21,MO,397,-1
2020/6/22,MO,181,-1
2020/6/23,MO,415,-1
2020/6/24,MO,330,-1
2020/6/25,MO,598,-1
2020/6/26,MO,491,-1
2020/6/27,MO,342,-1
2020/6/28,MO,345,-1
2020/6/29,MO,494,-1
2020/6/30,MO,527,-1
2020/7/1,MO,320,-1
2020/7/2,MO,490,-1
2020/7/3,MO,535,-1
2020/7/4,MO,441,-1
2020/7/5,MO,273,-1
2020/7/6,MO,516,-1
2020/7/7,MO,716,-1
2020/7/8,MO,777,-1
2020/7/9,MO,958,-1
2020/7/10,MO,759,-1
2020/7/11,MO,589,-1
2020/7/12,MO,524,-1
2020/7/13,MO,608,-1
2020/7/14,MO,1036,-1
2020/7/15,MO,920,-1
2020/7/16,MO,859,-1
2020/7/17,MO,940,-1
2020/7/18,MO,827,-1
2020/7/19,MO,791,-1
2020/7/20,MO,890,-1
2020/7/21,MO,1204,-1
2020/7/22,MO,1206,-1
2020/7/23,MO,1469,-1
2020/7/24,MO,1301,-1
2020/7/25,MO,1086,-1
2020/7/26,MO,1167,-1
2020/7/27,MO,1336,-1
2020/7/28,MO,1412,-1
2020/7/29,MO,1458,-1
2020/7/30,MO,1988,-1
2020/7/31,MO,1403,-1
2020/8/1,MO,938,-1
2020/8/2,MO,565,-1
2020/8/3,MO,1099,-1
2020/8/4,MO,1214,-1
2020/8/5,MO,1061,-1
2020/8/6,MO,1224,-1
2020/8/7,MO,1146,-1
2020/8/8,MO,389,-1
2020/8/9,MO,1185,-1
2020/8/10,MO,987,-1
2020/8/11,MO,1067,-1
2020/8/12,MO,1423,-1
2020/8/13,MO,1561,-1
2020/8/14,MO,1372,-1
2020/8/15,MO,1137,-1
2020/8/16,MO,1051,-1
2020/8/17,MO,1395,-1
2020/8/18,MO,871,-1
2020/8/19,MO,1043,-1
2020/8/20,MO,1110,-1
2020/8/21,MO,1309,-1
2020/8/22,MO,1247,-1
2020/8/23,MO,871,-1
2020/8/24,MO,915,-1
2020/8/25,MO,992,-1
2020/8/26,MO,1342,-1
2020/8/27,MO,1325,-1
2020/8/28,MO,1536,-1
2020/8/29,MO,1524,-1
2020/8/30,MO,1160,-1
2020/8/31,MO,1195,-1
2020/9/1,MO,1086,-1
2020/9/2,MO,1560,-1
2020/9/3,MO,1418,-1
2020/9/4,MO,1602,-1
2020/9/5,MO,1719,-1
2020/9/6,MO,1210,-1
2020/9/7,MO,872,-1
2020/9/8,MO,1249,-1
2020/9/9,MO,1402,-1
2020/9/10,MO,1231,-1
2020/9/11,MO,1608,-1
2020/9/12,MO,1800,-1
2020/9/13,MO,1518,-1
2020/9/14,MO,1454,-1
2020/9/15,MO,1630,-1
2020/9/16,MO,1310,-1
2020/9/17,MO,1557,-1
2020/9/18,MO,1993,-1
2020/9/19,MO,1247,-1
2020/9/20,MO,1206,-1
2020/9/21,MO,1814,-1
2020/9/22,MO,1760,-1
2020/9/23,MO,1550,-1
2020/9/24,MO,1361,-1
2020/9/25,MO,2059,-1
2020/9/26,MO,1395,-1
2020/9/27,MO,1176,-1
2020/9/28,MO,1779,-1
2020/9/29,MO,922,-1
2020/9/30,MO,1249,-1
2020/10/1,MO,1713,-1
2020/10/2,MO,1947,-1
2020/10/3,MO,1101,-1
2020/10/4,MO,865,-1
2020/10/5,MO,1606,-1
2020/10/6,MO,1875,-1
2020/10/7,MO,2090,-1
2020/10/8,MO,1470,-1
2020/10/9,MO,2302,-1
2020/10/10,MO,3165,-1
2020/10/11,MO,282,-1
2020/10/12,MO,979,-1
2020/10/13,MO,1036,-1
2020/10/14,MO,3717,-1
2020/10/15,MO,1929,-1
2020/10/16,MO,2622,-1
2020/10/17,MO,1890,-1
2020/10/18,MO,1502,-1
2020/10/19,MO,2093,-1
2020/10/20,MO,642,-1
2020/10/21,MO,2544,-1
2020/10/22,MO,1876,-1
2020/10/23,MO,2560,-1
2020/10/24,MO,1875,-1
2020/10/25,MO,1497,-1
2020/10/26,MO,2490,-1
2020/10/27,MO,1724,-1
2020/10/28,MO,2420,-1
2020/10/29,MO,2970,-1
2020/10/30,MO,2983,-1
2020/10/31,MO,2095,-1
2020/11/1,MO,2216,-1
2020/11/2,MO,3797,-1
2020/11/3,MO,2374,-1
2020/11/4,MO,3203,-1
2020/11/5,MO,3521,-1
2020/11/6,MO,5018,-1
2020/11/7,MO,3591,-1
2020/11/8,MO,3009,-1
2020/11/9,MO,5220,4249
2020/11/10,MO,4498,4394
2020/11/11,MO,3631,4519
2020/11/12,MO,5338,4672
2020/11/13,MO,5895,4842
2020/11/14,MO,7164,5001
2020/11/15,MO,1208,5111
2020/11/16,MO,6334,5206
2020/11/17,MO,5163,5317
2020/11/18,MO,4974,5398
2020/11/19,MO,4308,5502
2020/11/20,MO,5530,5608
2020/11/21,MO,4070,5741
2020/11/22,MO,3769,5951
2020/11/23,MO,4552,6188
2020/11/24,MO,4478,6414
2020/11/25,MO,4588,6630
2020/11/26,MO,3451,6802
2020/11/27,MO,3409,7030
2020/11/28,MO,-1,7372
2020/11/29,MO,-1,7718
2020/2/1,MS,0,-1
2020/2/2,MS,0,-1
2020/2/3,MS,0,-1
2020/2/4,MS,0,-1
2020/2/5,MS,0,-1
2020/2/6,MS,0,-1
2020/2/7,MS,0,-1
2020/2/8,MS,0,-1
2020/2/9,MS,0,-1
2020/2/10,MS,0,-1
2020/2/11,MS,0,-1
2020/2/12,MS,0,-1
2020/2/13,MS,0,-1
2020/2/14,MS,0,-1
2020/2/15,MS,0,-1
2020/2/16,MS,0,-1
2020/2/17,MS,0,-1
2020/2/18,MS,0,-1
2020/2/19,MS,0,-1
2020/2/20,MS,0,-1
2020/2/21,MS,0,-1
2020/2/22,MS,0,-1
2020/2/23,MS,0,-1
2020/2/24,MS,0,-1
2020/2/25,MS,0,-1
2020/2/26,MS,0,-1
2020/2/27,MS,0,-1
2020/2/28,MS,0,-1
2020/2/29,MS,0,-1
2020/3/1,MS,0,-1
2020/3/2,MS,0,-1
2020/3/3,MS,0,-1
2020/3/4,MS,0,-1
2020/3/5,MS,0,-1
2020/3/6,MS,0,-1
2020/3/7,MS,0,-1
2020/3/8,MS,0,-1
2020/3/9,MS,0,-1
2020/3/10,MS,0,-1
2020/3/11,MS,1,-1
2020/3/12,MS,0,-1
2020/3/13,MS,5,-1
2020/3/14,MS,0,-1
2020/3/15,MS,4,-1
2020/3/16,MS,2,-1
2020/3/17,MS,9,-1
2020/3/18,MS,13,-1
2020/3/19,MS,16,-1
2020/3/20,MS,30,-1
2020/3/21,MS,60,-1
2020/3/22,MS,67,-1
2020/3/23,MS,42,-1
2020/3/24,MS,71,-1
2020/3/25,MS,56,-1
2020/3/26,MS,110,-1
2020/3/27,MS,93,-1
2020/3/28,MS,90,-1
2020/3/29,MS,90,-1
2020/3/30,MS,89,-1
2020/3/31,MS,89,-1
2020/4/1,MS,136,-1
2020/4/2,MS,104,-1
2020/4/3,MS,181,-1
2020/4/4,MS,97,-1
2020/4/5,MS,183,-1
2020/4/6,MS,100,-1
2020/4/7,MS,177,-1
2020/4/8,MS,88,-1
2020/4/9,MS,257,-1
2020/4/10,MS,209,-1
2020/4/11,MS,173,-1
2020/4/12,MS,139,-1
2020/4/13,MS,161,-1
2020/4/14,MS,145,-1
2020/4/15,MS,273,-1
2020/4/16,MS,264,-1
2020/4/17,MS,169,-1
2020/4/18,MS,181,-1
2020/4/19,MS,300,-1
2020/4/20,MS,238,-1
2020/4/21,MS,204,-1
2020/4/22,MS,178,-1
2020/4/23,MS,259,-1
2020/4/24,MS,281,-1
2020/4/25,MS,284,-1
2020/4/26,MS,193,-1
2020/4/27,MS,183,-1
2020/4/28,MS,248,-1
2020/4/29,MS,227,-1
2020/4/30,MS,246,-1
2020/5/1,MS,397,-1
2020/5/2,MS,229,-1
2020/5/3,MS,109,-1
2020/5/4,MS,327,-1
2020/5/5,MS,330,-1
2020/5/6,MS,217,-1
2020/5/7,MS,262,-1
2020/5/8,MS,404,-1
2020/5/9,MS,288,-1
2020/5/10,MS,123,-1
2020/5/11,MS,173,-1
2020/5/12,MS,234,-1
2020/5/13,MS,182,-1
2020/5/14,MS,393,-1
2020/5/15,MS,318,-1
2020/5/16,MS,322,-1
2020/5/17,MS,173,-1
2020/5/18,MS,136,-1
2020/5/19,MS,272,-1
2020/5/20,MS,263,-1
2020/5/21,MS,255,-1
2020/5/22,MS,402,-1
2020/5/23,MS,381,-1
2020/5/24,MS,247,-1
2020/5/25,MS,206,-1
2020/5/26,MS,273,-1
2020/5/27,MS,313,-1
2020/5/28,MS,328,-1
2020/5/29,MS,418,-1
2020/5/30,MS,439,-1
2020/5/31,MS,272,-1
2020/6/1,MS,251,-1
2020/6/2,MS,268,-1
2020/6/3,MS,302,-1
2020/6/4,MS,238,-1
2020/6/5,MS,209,-1
2020/6/6,MS,265,-1
2020/6/7,MS,236,-1
2020/6/8,MS,498,-1
2020/6/9,MS,341,-1
2020/6/10,MS,374,-1
2020/6/11,MS,0,-1
2020/6/12,MS,608,-1
2020/6/13,MS,257,-1
2020/6/14,MS,168,-1
2020/6/15,MS,283,-1
2020/6/16,MS,353,-1
2020/6/17,MS,489,-1
2020/6/18,MS,381,-1
2020/6/19,MS,0,-1
2020/6/20,MS,0,-1
2020/6/21,MS,0,-1
2020/6/22,MS,1265,-1
2020/6/23,MS,611,-1
2020/6/24,MS,526,-1
2020/6/25,MS,1092,-1
2020/6/26,MS,550,-1
2020/6/27,MS,465,-1
2020/6/28,MS,368,-1
2020/6/29,MS,669,-1
2020/6/30,MS,680,-1
2020/7/1,MS,652,-1
2020/7/2,MS,870,-1
2020/7/3,MS,914,-1
2020/7/4,MS,990,-1
2020/7/5,MS,226,-1
2020/7/6,MS,357,-1
2020/7/7,MS,957,-1
2020/7/8,MS,674,-1
2020/7/9,MS,703,-1
2020/7/10,MS,1031,-1
2020/7/11,MS,797,-1
2020/7/12,MS,868,-1
2020/7/13,MS,393,-1
2020/7/14,MS,862,-1
2020/7/15,MS,1025,-1
2020/7/16,MS,1230,-1
2020/7/17,MS,1032,-1
2020/7/18,MS,1017,-1
2020/7/19,MS,792,-1
2020/7/20,MS,1251,-1
2020/7/21,MS,1635,-1
2020/7/22,MS,1547,-1
2020/7/23,MS,982,-1
2020/7/24,MS,1610,-1
2020/7/25,MS,1434,-1
2020/7/26,MS,1207,-1
2020/7/27,MS,653,-1
2020/7/28,MS,1342,-1
2020/7/29,MS,1505,-1
2020/7/30,MS,1775,-1
2020/7/31,MS,1168,-1
2020/8/1,MS,1134,-1
2020/8/2,MS,672,-1
2020/8/3,MS,572,-1
2020/8/4,MS,1074,-1
2020/8/5,MS,1245,-1
2020/8/6,MS,956,-1
2020/8/7,MS,1036,-1
2020/8/8,MS,1210,-1
2020/8/9,MS,527,-1
2020/8/10,MS,476,-1
2020/8/11,MS,644,-1
2020/8/12,MS,1081,-1
2020/8/13,MS,612,-1
2020/8/14,MS,944,-1
2020/8/15,MS,825,-1
2020/8/16,MS,381,-1
2020/8/17,MS,276,-1
2020/8/18,MS,795,-1
2020/8/19,MS,1348,-1
2020/8/20,MS,894,-1
2020/8/21,MS,874,-1
2020/8/22,MS,945,-1
2020/8/23,MS,626,-1
2020/8/24,MS,511,-1
2020/8/25,MS,801,-1
2020/8/26,MS,904,-1
2020/8/27,MS,585,-1
2020/8/28,MS,599,-1
2020/8/29,MS,735,-1
2020/8/30,MS,647,-1
2020/8/31,MS,274,-1
2020/9/1,MS,634,-1
2020/9/2,MS,781,-1
2020/9/3,MS,751,-1
2020/9/4,MS,823,-1
2020/9/5,MS,539,-1
2020/9/6,MS,410,-1
2020/9/7,MS,242,-1
2020/9/8,MS,249,-1
2020/9/9,MS,426,-1
2020/9/10,MS,517,-1
2020/9/11,MS,853,-1
2020/9/12,MS,445,-1
2020/9/13,MS,254,-1
2020/9/14,MS,144,-1
2020/9/15,MS,505,-1
2020/9/16,MS,711,-1
2020/9/17,MS,701,-1
2020/9/18,MS,497,-1
2020/9/19,MS,655,-1
2020/9/20,MS,277,-1
2020/9/21,MS,192,-1
2020/9/22,MS,465,-1
2020/9/23,MS,552,-1
2020/9/24,MS,737,-1
2020/9/25,MS,722,-1
2020/9/26,MS,645,-1
2020/9/27,MS,182,-1
2020/9/28,MS,190,-1
2020/9/29,MS,589,-1
2020/9/30,MS,552,-1
2020/10/1,MS,696,-1
2020/10/2,MS,672,-1
2020/10/3,MS,609,-1
2020/10/4,MS,321,-1
2020/10/5,MS,215,-1
2020/10/6,MS,975,-1
2020/10/7,MS,563,-1
2020/10/8,MS,578,-1
2020/10/9,MS,862,-1
2020/10/10,MS,957,-1
2020/10/11,MS,294,-1
2020/10/12,MS,296,-1
2020/10/13,MS,713,-1
2020/10/14,MS,876,-1
2020/10/15,MS,1322,-1
2020/10/16,MS,1116,-1
2020/10/17,MS,751,-1
2020/10/18,MS,233,-1
2020/10/19,MS,353,-1
2020/10/20,MS,730,-1
2020/10/21,MS,801,-1
2020/10/22,MS,958,-1
2020/10/23,MS,795,-1
2020/10/24,MS,1212,-1
2020/10/25,MS,0,-1
2020/10/26,MS,675,-1
2020/10/27,MS,854,-1
2020/10/28,MS,1000,-1
2020/10/29,MS,970,-1
2020/10/30,MS,749,-1
2020/10/31,MS,824,-1
2020/11/1,MS,340,-1
2020/11/2,MS,365,-1
2020/11/3,MS,644,-1
2020/11/4,MS,766,-1
2020/11/5,MS,1612,-1
2020/11/6,MS,967,-1
2020/11/7,MS,1031,-1
2020/11/8,MS,804,-1
2020/11/9,MS,516,1015
2020/11/10,MS,933,1044
2020/11/11,MS,1256,1074
2020/11/12,MS,1271,1110
2020/11/13,MS,1305,1151
2020/11/14,MS,1370,1183
2020/11/15,MS,969,1207
2020/11/16,MS,589,1228
2020/11/17,MS,905,1245
2020/11/18,MS,1593,1264
2020/11/19,MS,1395,1298
2020/11/20,MS,1638,1349
2020/11/21,MS,1972,1403
2020/11/22,MS,779,1449
2020/11/23,MS,699,1486
2020/11/24,MS,665,1507
2020/11/25,MS,1092,1554
2020/11/26,MS,1746,1632
2020/11/27,MS,1005,1728
2020/11/28,MS,-1,1807
2020/11/29,MS,-1,1887
2020/2/1,MT,0,-1
2020/2/2,MT,0,-1
2020/2/3,MT,0,-1
2020/2/4,MT,0,-1
2020/2/5,MT,0,-1
2020/2/6,MT,0,-1
2020/2/7,MT,0,-1
2020/2/8,MT,0,-1
2020/2/9,MT,0,-1
2020/2/10,MT,0,-1
2020/2/11,MT,0,-1
2020/2/12,MT,0,-1
2020/2/13,MT,0,-1
2020/2/14,MT,0,-1
2020/2/15,MT,0,-1
2020/2/16,MT,0,-1
2020/2/17,MT,0,-1
2020/2/18,MT,0,-1
2020/2/19,MT,0,-1
2020/2/20,MT,0,-1
2020/2/21,MT,0,-1
2020/2/22,MT,0,-1
2020/2/23,MT,0,-1
2020/2/24,MT,0,-1
2020/2/25,MT,0,-1
2020/2/26,MT,0,-1
2020/2/27,MT,0,-1
2020/2/28,MT,0,-1
2020/2/29,MT,0,-1
2020/3/1,MT,0,-1
2020/3/2,MT,0,-1
2020/3/3,MT,0,-1
2020/3/4,MT,0,-1
2020/3/5,MT,0,-1
2020/3/6,MT,0,-1
2020/3/7,MT,0,-1
2020/3/8,MT,0,-1
2020/3/9,MT,0,-1
2020/3/10,MT,0,-1
2020/3/11,MT,0,-1
2020/3/12,MT,0,-1
2020/3/13,MT,4,-1
2020/3/14,MT,2,-1
2020/3/15,MT,0,-1
2020/3/16,MT,2,-1
2020/3/17,MT,0,-1
2020/3/18,MT,4,-1
2020/3/19,MT,7,-1
2020/3/20,MT,0,-1
2020/3/21,MT,10,-1
2020/3/22,MT,5,-1
2020/3/23,MT,11,-1
